make,price,body_type,type,mileage,gearbox,fuel_type,seller,engine_size,cylinders,fuel_consumption,empty_weight,model,location,age,power,owner
Skoda,23150,Station wagon,Used,78463.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,first_owner
Skoda,46990,Station wagon,Pre-registered,10.0,Automatic,Benzine,Dealer,1984,4.0,7.2,1575.0,Superb,DE,0.0,280,first_owner
Skoda,18900,Station wagon,Used,114686.0,Automatic,Diesel,Dealer,1395,4.0,5.1,1465.0,Octavia,DE,7.0,184,other_owner
Skoda,15980,Station wagon,Used,125510.0,Automatic,Diesel,Dealer,2000,4.0,5.006491372226787,1390.0,Octavia,DE,4.0,150,first_owner
Skoda,19930,Station wagon,Used,153996.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,17950,Station wagon,Used,121700.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1354.0,Octavia,DE,3.0,150,first_owner
Skoda,19490,Station wagon,Used,116200.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1465.0,Octavia,DE,7.0,184,other_owner
Skoda,19900,Station wagon,Used,62784.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1465.0,Octavia,DE,4.0,150,first_owner
Skoda,20900,Station wagon,Used,99043.0,Automatic,Benzine,Dealer,3597,4.0,5.006491372226787,1726.0,Superb,DE,8.0,260,other_owner
Skoda,24749,Station wagon,Used,82750.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1595.0,Superb,DE,4.0,150,first_owner
Skoda,19616,Station wagon,Used,107761.0,Manual,Diesel,Dealer,1968,4.0,4.6,1487.0,Octavia,DE,7.0,184,other_owner
Skoda,29749,Station wagon,Used,89750.0,Automatic,Diesel,Dealer,1968,4.0,3.9,1597.0,Superb,DE,2.0,150,first_owner
Skoda,23790,Station wagon,Used,52631.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,2.0,150,first_owner
Skoda,26950,Station wagon,Used,106000.0,Automatic,Diesel,Dealer,1968,4.0,5.2,1685.0,Superb,DE,3.0,190,first_owner
Skoda,48990,Station wagon,Pre-registered,10.0,Automatic,Benzine,Dealer,1984,4.0,7.2,1575.0,Superb,DE,0.0,280,first_owner
Skoda,14990,Station wagon,Used,92100.0,Manual,Benzine,Dealer,1395,4.0,5.2,1277.0,Octavia,DE,6.0,150,other_owner
Skoda,3180,Station wagon,Used,254000.0,Manual,Benzine,Dealer,1798,4.0,7.4,1415.0,Octavia,DE,14.0,160,other_owner
Skoda,27950,Station wagon,Used,53773.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1610.0,Superb,DE,3.0,190,first_owner
Skoda,35500,Station wagon,Used,43699.0,Automatic,Diesel,Dealer,1968,4.0,4.4,1582.0,Superb,BE,2.0,150,first_owner
Skoda,17888,Station wagon,Used,100600.0,Automatic,Diesel,Dealer,1968,4.0,5.7,1656.0,Superb,DE,7.0,170,other_owner
Skoda,15700,Station wagon,Used,101514.0,Manual,Benzine,Dealer,999,3.0,4.8,1247.0,Octavia,DE,3.0,116,first_owner
Skoda,26970,Station wagon,Used,29492.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,first_owner
Skoda,20440,Station wagon,Used,51129.0,Manual,Diesel,Dealer,1968,4.0,4.2,1575.0,Superb,DE,7.0,150,other_owner
Skoda,20440,Station wagon,Used,51129.0,Manual,Diesel,Dealer,1968,4.0,4.2,1575.0,Superb,DE,7.0,150,other_owner
Skoda,39950,Station wagon,Demonstration,3500.0,Manual,Benzine,Dealer,1984,4.0,6.3,1432.0,Octavia,DE,1.0,245,first_owner
Skoda,20390,Station wagon,Used,86625.0,Automatic,Benzine,Dealer,1498,4.0,5.006491372226787,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,24980,Station wagon,Used,69643.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,19950,Station wagon,Used,21272.0,Manual,Benzine,Dealer,999,4.0,4.8,1465.0,Octavia,BE,2.0,116,first_owner
Skoda,24190,Station wagon,Used,105903.0,Manual,Diesel,Dealer,1968,4.0,5.006491372226787,1765.0,Superb,DE,4.0,150,first_owner
Skoda,24979,Station wagon,Used,58200.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,first_owner
Skoda,16920,Station wagon,Used,65890.0,Manual,Diesel,Dealer,1598,4.0,4.1,1465.0,Octavia,DE,4.0,116,first_owner
Skoda,24860,Station wagon,Used,48800.0,Manual,Diesel,Dealer,1968,4.0,4.9,1625.0,Superb,DE,4.0,150,first_owner
Skoda,26350,Station wagon,Used,49400.0,Automatic,Benzine,Dealer,1798,4.0,5.9,1485.0,Superb,DE,4.0,179,first_owner
Skoda,21900,Station wagon,Used,44673.0,Automatic,Diesel,Dealer,1598,4.0,5.006491372226787,1324.0,Scala,DE,2.0,116,first_owner
Skoda,31680,Station wagon,Used,32000.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1575.0,Superb,DE,1.0,150,first_owner
Skoda,25990,Station wagon,Used,63800.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,2.0,150,first_owner
Skoda,19890,Station wagon,Used,52422.0,Manual,Diesel,Dealer,1598,4.0,3.9,1575.0,Superb,BE,4.0,120,first_owner
Skoda,17350,Station wagon,Used,107200.0,Manual,Diesel,Dealer,1598,4.0,5.006491372226787,1327.0,Octavia,DE,4.0,116,other_owner
Skoda,24350,Station wagon,Used,70000.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,3.0,150,first_owner
Skoda,27970,Station wagon,Used,74973.0,Manual,Benzine,Dealer,1984,4.0,6.9,1432.0,Octavia,DE,3.0,245,first_owner
Skoda,21940,Station wagon,Used,60853.0,Manual,Benzine,Dealer,1984,4.0,6.2,1465.0,Octavia,DE,6.0,220,other_owner
Skoda,14490,Station wagon,Used,97612.0,Manual,LPG,Dealer,1395,4.0,3.99,1465.0,Octavia,BE,4.0,110,first_owner
Skoda,17777,Station wagon,Used,85100.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1465.0,Octavia,DE,5.0,150,other_owner
Skoda,17955,Station wagon,Used,86500.0,Automatic,Diesel,Dealer,1598,4.0,5.006491372226787,1327.0,Octavia,DE,4.0,116,first_owner
Skoda,41870,Station wagon,Pre-registered,5.0,Automatic,Benzine,Dealer,1984,4.0,6.9,1566.0,Octavia,DE,0.0,245,first_owner
Skoda,30550,Station wagon,Used,47812.0,Automatic,Benzine,Dealer,1498,4.0,5.5,1575.0,Superb,BE,2.0,150,first_owner
Skoda,14440,Station wagon,Used,138750.0,Manual,Diesel,Dealer,1598,4.0,5.006491372226787,1351.0,Octavia,DE,4.0,116,first_owner
Skoda,28590,Station wagon,Used,55461.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1485.0,Octavia,DE,3.0,220,other_owner
Skoda,12490,Station wagon,Used,124000.0,Manual,Diesel,Dealer,1598,4.0,3.7,1325.0,Octavia,BE,6.0,110,first_owner
Skoda,14879,Station wagon,Used,88950.0,Manual,Benzine,Dealer,999,4.0,5.006491372226787,1110.0,Fabia,DE,4.0,95,first_owner
Skoda,19879,Station wagon,Used,107265.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,20590,Station wagon,Used,93000.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,4.0,150,first_owner
Skoda,16150,Station wagon,Used,114900.0,Manual,Benzine,Dealer,1498,4.0,5.006491372226787,1292.0,Octavia,DE,3.0,150,first_owner
Skoda,36490,Station wagon,Used,20800.0,Automatic,Benzine,Dealer,1984,4.0,6.3,1465.0,Octavia,DE,2.0,245,first_owner
Skoda,16549,Station wagon,Used,115500.0,Automatic,Diesel,Dealer,1598,4.0,5.006491372226787,1363.0,Octavia,DE,3.0,116,other_owner
Skoda,20950,Station wagon,Used,10649.0,Automatic,Diesel,Dealer,1498,4.0,5.006491372226787,1465.0,Octavia,BE,2.0,131,first_owner
Skoda,16480,Station wagon,Used,153349.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1495.0,Octavia,DE,8.0,184,first_owner
Skoda,23890,Station wagon,Demonstration,83262.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,25990,Station wagon,Used,101517.0,Manual,Diesel,Dealer,1968,4.0,5.006491372226787,1505.0,Superb,DE,4.0,150,first_owner
Skoda,47415,Station wagon,Used,38691.0,Automatic,Benzine,Dealer,1984,4.0,5.006491372226787,1575.0,Superb,DE,2.0,272,first_owner
Skoda,16855,Station wagon,Used,102200.0,Manual,Diesel,Dealer,1968,4.0,4.3,1354.0,Octavia,DE,4.0,150,first_owner
Skoda,16855,Station wagon,Used,102200.0,Manual,Diesel,Dealer,1968,4.0,4.3,1354.0,Octavia,DE,4.0,150,first_owner
Skoda,20790,Station wagon,Used,94742.0,Manual,Diesel,Dealer,1968,4.0,5.1,1430.0,Octavia,DE,3.0,150,first_owner
Skoda,17989,Station wagon,Used,94210.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,4.0,150,first_owner
Skoda,29450,Station wagon,Used,57000.0,Automatic,Diesel,Dealer,1968,4.0,5.3,1573.0,Octavia,DE,2.0,184,first_owner
Skoda,24749,Station wagon,Used,62450.0,Automatic,Diesel,Dealer,1968,4.0,4.8,1495.0,Octavia,DE,5.0,184,other_owner
Skoda,35940,Station wagon,Used,24944.0,Automatic,Benzine,Dealer,1984,4.0,5.006491372226787,1557.0,Superb,DE,3.0,190,first_owner
Skoda,20980,Station wagon,Used,137375.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1523.0,Octavia,DE,3.0,150,first_owner
Skoda,25990,Station wagon,Used,86800.0,Manual,Diesel,Dealer,1968,4.0,4.2,1525.0,Superb,DE,6.0,190,first_owner
Skoda,27695,Station wagon,Used,58900.0,Automatic,Diesel,Dealer,1968,4.0,5.2,1685.0,Superb,DE,3.0,190,other_owner
Skoda,23990,Station wagon,Used,90121.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1595.0,Superb,DE,4.0,150,first_owner
Skoda,47690,Station wagon,Used,9900.0,Automatic,Benzine,Dealer,1984,4.0,6.5,1552.0,Octavia,DE,1.0,245,first_owner
Skoda,28960,Station wagon,Used,119200.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1691.0,Superb,DE,3.0,190,first_owner
Skoda,27355,Station wagon,Used,86400.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1525.0,Superb,DE,3.0,190,first_owner
Skoda,11930,Station wagon,Used,98500.0,Manual,Benzine,Dealer,1197,4.0,4.6,1109.0,Fabia,DE,6.0,90,first_owner
Skoda,23679,Station wagon,Used,154416.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1575.0,Superb,DE,3.0,150,first_owner
Skoda,26970,Station wagon,Used,38965.0,Automatic,Diesel,Dealer,1968,4.0,3.8,1465.0,Octavia,BE,2.0,150,first_owner
Skoda,21440,Station wagon,Used,116900.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1575.0,Superb,DE,4.0,150,first_owner
Skoda,12970,Station wagon,Used,78849.0,Manual,Benzine,Dealer,999,3.0,4.3,1075.0,Fabia,DE,4.0,95,first_owner
Skoda,41870,Station wagon,Used,61405.0,Automatic,Diesel,Dealer,1395,4.0,5.006491372226787,1575.0,Superb,DE,2.0,218,first_owner
Skoda,34990,Station wagon,Pre-registered,7.0,Automatic,Diesel,Dealer,1498,4.0,4.7,1465.0,Octavia,DE,0.0,150,first_owner
Skoda,49490,Station wagon,Used,17116.0,Automatic,Diesel,Dealer,1395,4.0,1.4,1575.0,Superb,BE,1.0,156,first_owner
Skoda,22980,Station wagon,Used,77489.0,Manual,Benzine,Dealer,1395,4.0,5.006491372226787,1460.0,Superb,DE,4.0,150,first_owner
Skoda,38950,Station wagon,Demonstration,35000.0,Automatic,Diesel,Dealer,2000,4.0,4.7,1640.0,Superb,DE,1.0,200,other_owner
Skoda,25650,Station wagon,Used,2644.0,Manual,Benzine,Dealer,1498,4.0,4.8,1324.0,Scala,DE,2.0,150,first_owner
Skoda,32490,Station wagon,Used,35480.0,Automatic,Diesel,Dealer,1968,4.0,5.3,1573.0,Octavia,DE,2.0,184,first_owner
Skoda,25650,Station wagon,Used,72500.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1485.0,Octavia,DE,4.0,184,first_owner
Skoda,30700,Station wagon,Used,64136.0,Automatic,Diesel,Dealer,1968,4.0,4.4,1611.0,Superb,DE,2.0,190,first_owner
Skoda,29990,Station wagon,Used,26961.0,Automatic,Benzine,Dealer,999,4.0,4.3,1465.0,Octavia,BE,1.0,110,first_owner
Skoda,35490,Station wagon,Used,36680.0,Automatic,Diesel,Dealer,1968,4.0,3.9,1607.0,Superb,BE,2.0,150,first_owner
Skoda,17989,Station wagon,Used,121000.0,Manual,Benzine,Dealer,1984,4.0,6.2,1447.0,Octavia,DE,8.0,220,other_owner
Skoda,20990,Station wagon,Used,76172.0,Automatic,Benzine,Dealer,1984,4.0,6.1,1465.0,Octavia,DE,3.0,190,first_owner
Skoda,23490,Station wagon,Used,81584.0,Manual,Diesel,Dealer,2000,4.0,5.006491372226787,1575.0,Superb,ES,3.0,150,first_owner
Skoda,27550,Station wagon,Used,85000.0,Automatic,Diesel,Dealer,1968,4.0,5.1,1572.0,Octavia,DE,4.0,184,first_owner
Skoda,28899,Station wagon,Used,43500.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1465.0,Octavia,DE,4.0,184,first_owner
Skoda,21930,Station wagon,Used,75452.0,Automatic,Benzine,Dealer,1498,4.0,5.006491372226787,1465.0,Octavia,DE,3.0,150,first_owner
Skoda,20849,Station wagon,Used,97834.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1465.0,Octavia,DE,4.0,150,first_owner
Skoda,22980,Station wagon,Used,40990.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1384.0,Octavia,DE,3.0,150,first_owner
Skoda,14960,Station wagon,Used,140500.0,Manual,Diesel,Dealer,1600,4.0,5.006491372226787,1465.0,Octavia,DE,4.0,116,first_owner
Skoda,19950,Station wagon,Used,83900.0,Manual,Diesel,Dealer,1968,4.0,4.6,1374.0,Octavia,DE,4.0,150,first_owner
Skoda,22750,Station wagon,Used,86900.0,Manual,Diesel,Dealer,1968,4.0,4.3,1354.0,Octavia,DE,4.0,150,first_owner
Skoda,24449,Station wagon,Used,79014.0,Manual,Benzine,Dealer,1984,4.0,6.5,1465.0,Octavia,DE,4.0,230,other_owner
Skoda,16440,Station wagon,Used,127265.0,Manual,Benzine,Dealer,1395,4.0,5.3,1332.0,Octavia,DE,5.0,150,first_owner
Skoda,49900,Station wagon,Used,4702.0,Automatic,Diesel,Dealer,1395,4.0,1.5,1465.0,Octavia,BE,0.0,150,first_owner
Skoda,21950,Station wagon,Used,7636.0,Automatic,Diesel,Dealer,1598,4.0,4.2,1324.0,Scala,DE,2.0,116,first_owner
Skoda,20970,Station wagon,Used,87077.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1430.0,Octavia,DE,4.0,150,first_owner
Skoda,19900,Station wagon,Used,62548.0,Manual,Diesel,Dealer,1968,4.0,4.6,1575.0,Superb,DE,7.0,140,other_owner
Skoda,41985,Station wagon,Pre-registered,1.0,Automatic,Benzine,Dealer,1984,4.0,6.6,1465.0,Octavia,DE,0.0,245,first_owner
Skoda,24487,Station wagon,Used,83546.0,Automatic,Benzine,Dealer,1984,4.0,5.006491372226787,1462.0,Octavia,DE,5.0,230,other_owner
Skoda,28950,Station wagon,Used,59550.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1465.0,Octavia,DE,3.0,184,first_owner
Skoda,21516,Station wagon,Used,94301.0,Manual,Diesel,Dealer,1968,4.0,4.8,1465.0,Octavia,DE,4.0,150,first_owner
Skoda,41090,Station wagon,Pre-registered,5000.0,Automatic,Diesel,Dealer,1968,4.0,4.7,1598.0,Superb,ES,0.0,200,first_owner
Skoda,16990,Station wagon,Used,110000.0,Manual,Benzine,Dealer,1498,4.0,5.006491372226787,1465.0,Octavia,DE,4.0,150,other_owner
Skoda,24950,Station wagon,Employee's car,17837.0,Manual,Benzine,Dealer,1498,4.0,4.8,1324.0,Scala,DE,1.0,150,first_owner
Skoda,16470,Station wagon,Used,92070.0,Manual,Diesel,Dealer,1598,4.0,5.006491372226787,1465.0,Octavia,DE,4.0,116,first_owner
Skoda,27990,Station wagon,Used,89000.0,Automatic,Diesel,Dealer,1968,4.0,5.3,1610.0,Superb,DE,3.0,190,first_owner
Skoda,20990,Station wagon,Used,108569.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1374.0,Octavia,DE,4.0,150,other_owner
Skoda,21999,Station wagon,Used,57850.0,Automatic,Diesel,Dealer,2000,4.0,5.006491372226787,1421.0,Octavia,DE,4.0,150,first_owner
Skoda,19950,Station wagon,Used,57609.0,Automatic,LPG,Dealer,1498,4.0,5.006491372226787,1465.0,Octavia,BE,3.0,131,first_owner
Skoda,14790,Station wagon,Used,75876.0,Automatic,Diesel,Dealer,1498,4.0,5.4,1465.0,Octavia,ES,3.0,131,first_owner
Skoda,21930,Station wagon,Used,19389.0,Manual,Benzine,Dealer,1498,4.0,4.8,1324.0,Scala,DE,1.0,150,first_owner
Skoda,26650,Station wagon,Employee's car,16800.0,Manual,Benzine,Dealer,1498,4.0,4.8,1324.0,Scala,DE,1.0,150,first_owner
Skoda,23316,Station wagon,Demonstration,39998.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,other_owner
Skoda,17690,Station wagon,Used,79615.0,Manual,Benzine,Dealer,1798,4.0,5.9,1342.0,Octavia,DE,6.0,179,first_owner
Skoda,21860,Station wagon,Used,66900.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1533.0,Superb,DE,3.0,150,first_owner
Skoda,29749,Station wagon,Used,60500.0,Automatic,Diesel,Dealer,1968,4.0,5.3,1610.0,Superb,DE,3.0,190,first_owner
Skoda,49950,Station wagon,Demonstration,26242.0,Automatic,Benzine,Dealer,1395,4.0,1.4,1575.0,Superb,DE,1.0,218,first_owner
Skoda,37990,Station wagon,Used,20968.0,Automatic,Benzine,Dealer,1984,4.0,6.5,1531.0,Octavia,DE,2.0,245,first_owner
Skoda,33980,Station wagon,Demonstration,1479.0,Automatic,Benzine,Dealer,1498,4.0,5.1,1324.0,Scala,DE,0.0,150,first_owner
Skoda,22680,Station wagon,Used,54300.0,Automatic,Diesel,Dealer,1968,4.0,4.5,1374.0,Octavia,DE,4.0,150,other_owner
Skoda,42990,Station wagon,Pre-registered,1.0,Automatic,Benzine,Dealer,1984,4.0,6.6,1465.0,Octavia,DE,0.0,245,first_owner
Skoda,21999,Station wagon,Used,63226.0,Automatic,Diesel,Dealer,1968,4.0,4.9,1490.0,Octavia,DE,4.0,150,first_owner
Skoda,32980,Station wagon,Demonstration,1190.0,Automatic,Benzine,Dealer,1498,4.0,5.1,1324.0,Scala,DE,0.0,150,first_owner
Skoda,20900,Station wagon,Used,73667.0,Automatic,Diesel,Dealer,1598,4.0,4.1,1465.0,Octavia,DE,4.0,116,first_owner
Skoda,23990,Station wagon,Pre-registered,9.0,Manual,Benzine,Dealer,999,4.0,4.7,1324.0,Scala,DE,0.0,110,first_owner
Skoda,7999,Station wagon,Used,194400.0,Manual,Benzine,Dealer,999,4.0,4.8,1110.0,Fabia,DE,3.0,75,first_owner
Skoda,14990,Station wagon,Used,43988.0,Manual,Benzine,Dealer,999,4.0,4.9,1110.0,Fabia,BE,4.0,75,first_owner
Skoda,26749,Station wagon,Used,46750.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,2.0,150,first_owner
Skoda,23350,Station wagon,Used,66200.0,Manual,Benzine,Dealer,1498,4.0,4.9,1280.0,Octavia,DE,2.0,150,first_owner
Skoda,24880,Station wagon,Used,85650.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1574.0,Superb,DE,3.0,150,first_owner
Skoda,38949,Station wagon,Used,21654.0,Automatic,Benzine,Dealer,1984,4.0,7.1,1667.0,Superb,DE,3.0,272,first_owner
Skoda,23790,Station wagon,Used,27469.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,3.0,150,first_owner
Skoda,21670,Station wagon,Used,81237.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1465.0,Octavia,DE,4.0,150,first_owner
Skoda,21900,Station wagon,Used,31481.0,Manual,Benzine,Dealer,1798,4.0,6.1,1465.0,Octavia,DE,5.0,179,first_owner
Skoda,16490,Station wagon,Used,79900.0,Manual,Diesel,Dealer,1598,4.0,4.1,1327.0,Octavia,DE,3.0,116,first_owner
Skoda,23975,Station wagon,Used,46993.0,Manual,Diesel,Dealer,1968,4.0,5.1,1430.0,Octavia,DE,3.0,150,first_owner
Skoda,18950,Station wagon,Employee's car,19330.0,Manual,Benzine,Dealer,999,4.0,4.9,1324.0,Scala,DE,1.0,110,first_owner
Skoda,2440,Station wagon,Used,193000.0,Manual,Benzine,Dealer,1595,4.0,5.006491372226787,1285.0,Octavia,DE,23.0,101,first_owner
Skoda,17980,Station wagon,Used,61891.0,Manual,Benzine,Dealer,1395,4.0,5.3,1277.0,Octavia,DE,5.0,150,first_owner
Skoda,32890,Station wagon,Used,26500.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1577.0,Superb,DE,1.0,150,first_owner
Skoda,17900,Station wagon,Used,102705.0,Manual,Diesel,Dealer,1968,4.0,4.6,1575.0,Superb,DE,7.0,140,other_owner
Skoda,39950,Station wagon,Demonstration,1500.0,Automatic,Benzine,Dealer,1498,4.0,5.4,1349.0,Octavia,DE,0.0,150,first_owner
Skoda,19940,Station wagon,Used,104500.0,Automatic,Benzine,Dealer,1984,4.0,5.006491372226787,1474.0,Octavia,DE,4.0,190,first_owner
Skoda,21599,Station wagon,Used,66750.0,Manual,Diesel,Dealer,1968,4.0,5.006491372226787,1505.0,Superb,DE,4.0,150,first_owner
Skoda,22950,Station wagon,Employee's car,24128.0,Manual,Benzine,Dealer,1498,4.0,4.8,1324.0,Scala,DE,2.0,150,first_owner
Skoda,20490,Station wagon,Used,64680.0,Automatic,Benzine,Dealer,1395,4.0,5.3,1465.0,Octavia,DE,5.0,150,first_owner
Skoda,37490,Station wagon,Used,29730.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1575.0,Superb,DE,2.0,200,first_owner
Skoda,20900,Station wagon,Used,77798.0,Manual,Diesel,Dealer,1968,4.0,4.6,1465.0,Octavia,DE,6.0,150,first_owner
Skoda,34600,Station wagon,Used,14300.0,Automatic,Benzine,Dealer,1498,4.0,5.4,1349.0,Octavia,DE,0.0,150,first_owner
Skoda,40490,Station wagon,Employee's car,2025.0,Automatic,Diesel,Dealer,1968,4.0,5.006491372226787,1545.0,Superb,DE,0.0,150,first_owner
Skoda,25790,Station wagon,Used,54300.0,Manual,Benzine,Dealer,1984,4.0,6.5,1465.0,Octavia,DE,4.0,230,first_owner
Skoda,19990,Station wagon,Used,52040.0,Manual,Diesel,Dealer,1598,4.0,4.2,1365.0,Octavia,DE,3.0,116,first_owner
Skoda,26970,Station wagon,Used,65780.0,Automatic,Diesel,Dealer,1968,4.0,3.7,1473.0,Octavia,DE,2.0,150,first_owner
Skoda,22970,Station wagon,Used,55891.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,3.0,150,first_owner
Skoda,14890,Station wagon,Used,47988.0,Manual,Benzine,Dealer,999,3.0,4.6,1152.0,Fabia,DE,3.0,110,first_owner
Skoda,12490,Station wagon,Used,86734.0,Manual,Benzine,Dealer,1197,4.0,4.7,1058.0,Fabia,BE,5.0,90,first_owner
Skoda,36995,Station wagon,Used,18500.0,Manual,Benzine,Dealer,1984,4.0,6.8,1501.0,Octavia,DE,1.0,245,other_owner
Skoda,19650,Station wagon,Used,69400.0,Manual,Benzine,Dealer,1498,4.0,5.006491372226787,1292.0,Octavia,DE,4.0,150,first_owner
Skoda,7850,Station wagon,Used,95240.0,Manual,Benzine,Dealer,999,3.0,4.7,1079.0,Fabia,DE,6.0,75,other_owner
Skoda,26230,Station wagon,Used,71142.0,Automatic,Diesel,Dealer,1968,4.0,5.1,1575.0,Superb,DE,4.0,190,first_owner
Skoda,35970,Station wagon,Used,34100.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1598.0,Superb,DE,1.0,200,first_owner
Skoda,21990,Station wagon,Used,47080.0,Manual,Benzine,Dealer,1395,4.0,5.7,1467.0,Octavia,BE,4.0,110,first_owner
Skoda,29800,Station wagon,Used,48077.0,Automatic,Benzine,Dealer,1984,4.0,6.4,1487.0,Octavia,DE,4.0,245,first_owner
Skoda,38940,Station wagon,Used,28611.0,Automatic,Diesel,Dealer,1968,4.0,4.4,1465.0,Octavia,DE,1.0,200,first_owner
Skoda,20990,Station wagon,Used,59985.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,first_owner
Skoda,15900,Station wagon,Used,90192.0,Manual,Diesel,Dealer,1598,4.0,3.9,1465.0,Octavia,DE,6.0,110,other_owner
Skoda,37790,Station wagon,Demonstration,9990.0,Automatic,Diesel,Dealer,1968,4.0,4.3,1575.0,Superb,DE,0.0,150,first_owner
Skoda,37849,Station wagon,Employee's car,26900.0,Automatic,Diesel,Dealer,1968,4.0,5.1,1602.0,Octavia,DE,1.0,200,first_owner
Skoda,32980,Station wagon,Employee's car,2400.0,Automatic,Benzine,Dealer,1498,4.0,5.1,1324.0,Scala,DE,0.0,150,first_owner
Skoda,32970,Station wagon,Used,65739.0,Automatic,Diesel,Dealer,1968,4.0,5.2,1677.0,Superb,DE,3.0,190,first_owner
Skoda,26900,Station wagon,Used,50500.0,Manual,Diesel,Dealer,1968,4.0,4.4,1575.0,Superb,DE,3.0,150,first_owner
Skoda,16980,Station wagon,Used,30241.0,Manual,Diesel,Dealer,1598,4.0,5.006491372226787,1465.0,Octavia,DE,4.0,116,other_owner
Skoda,31970,Station wagon,Employee's car,18381.0,Manual,Diesel,Dealer,2000,4.0,5.006491372226787,1431.0,Octavia,DE,1.0,150,first_owner
Skoda,33770,Station wagon,Pre-registered,10.0,Manual,Benzine,Dealer,1498,4.0,5.006491372226787,1347.0,Octavia,DE,0.0,150,first_owner
Skoda,19940,Station wagon,Used,75278.0,Automatic,Diesel,Dealer,1968,4.0,4.6,1374.0,Octavia,DE,4.0,150,first_owner
Skoda,16990,Station wagon,Used,70000.0,Manual,Diesel,Dealer,1598,4.0,3.8,1327.0,Octavia,DE,5.0,110,other_owner
Skoda,14900,Station wagon,Used,77405.0,Manual,Diesel,Dealer,1422,4.0,4.1,1110.0,Fabia,DE,4.0,105,first_owner
Skoda,36890,Station wagon,Used,23990.0,Manual,Benzine,Dealer,1984,4.0,5.006491372226787,1465.0,Octavia,DE,1.0,245,first_owner
Skoda,38440,Station wagon,Used,24500.0,Manual,Benzine,Dealer,1984,4.0,5.006491372226787,1504.0,Octavia,DE,1.0,245,first_owner
Skoda,34750,Station wagon,Pre-registered,20.0,Manual,Benzine,Dealer,1498,4.0,5.2,1485.0,Superb,DE,0.0,150,first_owner
Skoda,32489,Station wagon,Used,42534.0,Automatic,Benzine,Dealer,1984,4.0,6.2,1487.0,Octavia,DE,4.0,245,other_owner
Skoda,24990,Station wagon,Used,23094.0,Automatic,Diesel,Dealer,1968,4.0,4.2,1430.0,Octavia,DE,3.0,150,first_owner
